country,alpha3,year,import,retail,consumption,population,gdp
Austria,AUT,1990,1879.7170038,4.9,1340.1239854,7677850.0,166463386179.354
Austria,AUT,1991,2058.2710046,4.57,1302.0859699,7754891.0,173794177961.108
Austria,AUT,1992,2206.416005,4.99,1212.3339637,7840709.0,195078126721.763
Austria,AUT,1993,1836.4890021,4.97,1335.0009818,7905633.0,190379720809.18
Austria,AUT,1994,1417.2140039,4.58,1086.2189956,7936118.0,203535242741.838
Austria,AUT,1995,1231.4360012,5.18,1011.7699957,7948278.0,241038283062.645
Austria,AUT,1996,1210.4660056,5.42,1075.7880005,7959017.0,237250948791.266
Austria,AUT,1997,1294.2034055,4.37,1087.0795972,7968041.0,212790348404.555
Austria,AUT,1998,1293.3541061,3.97,1104.738197,7976789.0,218259904401.956
Austria,AUT,1999,1499.7770114,3.28,1123.2972894,7992324.0,217259147049.954
Austria,AUT,2000,1257.2328923,3.05,874.7312789,8011566.0,197289625479.906
Austria,AUT,2001,1432.4135883,2.93,1012.6639738,8042293.0,197508773215.323
Austria,AUT,2002,1447.2073888,2.86,926.0268695,8081957.0,214394866675.24
Austria,AUT,2003,1336.0595881,3.18,719.572364,8121423.0,262273631180.054
Austria,AUT,2004,1538.1561912,3.33,995.8237748,8171966.0,301457562038.541
Austria,AUT,2005,1576.5789304,3.77,772.0661355,8227829.0,316092273276.015
Austria,AUT,2006,1600.652025,4.13,612.4706464,8268641.0,336280064332.411
Austria,AUT,2007,1968.1126993,4.27,846.8156569,8295487.0,389185571506.052
Austria,AUT,2008,1901.0666958,4.74,907.8868183,8321496.0,432051935642.945
Austria,AUT,2009,1309.234032,6.95,885.7158476,8343323.0,401758735822.211
Austria,AUT,2010,1369.2002988,6.69,902.8543286,8363404.0,392275107258.667
Austria,AUT,2011,1452.4929051,8.32,1117.3456428,8391643.0,431685217367.511
Austria,AUT,2012,1558.6093658,8.38,1269.0194578,8429991.0,409401816050.531
Austria,AUT,2013,1554.9269506,8.62,1249.0561033,8479823.0,430190979705.962
Austria,AUT,2014,1525.0810799,8.63,1134.7097223,8546356.0,442584815286.034
Austria,AUT,2015,1513.3902855,7.44,1135.8385496,8642699.0,381971148530.543
Austria,AUT,2016,1494.9385599,5.64,1193.2470822,8736668.0,395837353031.499
Austria,AUT,2017,1459.9115324,6.22,1161.6183913,8797566.0,417261151844.977
Austria,AUT,2018,1429.4068315,6.63,1171.9932827,8840521.0,454991174096.102
Austria,AUT,2019,1447.5136643,6.1660699999999995,1173.3516852,8879920.0,444621176100.548
Belgium,BEL,1990,,3.27,,9967379.0,205331747947.851
Belgium,BEL,1991,,2.92,,10004486.0,210510999409.333
Belgium,BEL,1992,,3.05,,10045158.0,234781652446.675
Belgium,BEL,1993,,2.78,,10084475.0,224721795708.955
Belgium,BEL,1994,,3.42,,10115603.0,244884129491.198
Belgium,BEL,1995,,4.88,,10136811.0,288025588396.278
Belgium,BEL,1996,,4.04,,10156637.0,279201433224.756
Belgium,BEL,1997,,3.98,,10181245.0,252708051420.839
Belgium,BEL,1998,,4.19,,10203008.0,258528339631.029
Belgium,BEL,1999,3003.0055122,3.55,834.4924752,10226419.0,258245733221.468
Belgium,BEL,2000,3490.6155829,3.22,1133.3605635,10251250.0,236792460312.471
Belgium,BEL,2001,3208.6271807,3.0,884.2332676,10286570.0,236746141604.37
Belgium,BEL,2002,3792.172778,3.05,1484.300964,10332785.0,258383599375.177
Belgium,BEL,2003,3817.6140246,3.6,1579.4185707,10376133.0,318082528506.588
Belgium,BEL,2004,3968.3045651,3.87,1396.2354379,10421137.0,369214712443.206
Belgium,BEL,2005,4063.2250758,4.1,1158.0377555,10478617.0,385714762230.039
Belgium,BEL,2006,4604.6839771,4.32,1537.4130848,10547958.0,408259840868.823
Belgium,BEL,2007,4013.653412,4.91,1103.1183459,10625700.0,470922156309.453
Belgium,BEL,2008,6792.086621,5.46,649.9305163,10709973.0,517328087920.078
Belgium,BEL,2009,5915.5005882,5.26,934.292881,10796493.0,483254171097.812
Belgium,BEL,2010,5923.7299927,5.18,870.6651789,10895586.0,481420882905.001
Belgium,BEL,2011,5828.442382,6.48,934.4687495,11038264.0,523330354138.133
Belgium,BEL,2012,5668.2318442,6.2,914.636559,11106932.0,496152879924.727
Belgium,BEL,2013,5502.1436397,6.24,1245.1647608,11159407.0,521791015247.06
Belgium,BEL,2014,5211.7492738,,1258.936808,11209057.0,535390200131.018
Belgium,BEL,2015,5533.5142058,,1073.6106709,11274196.0,462335574841.484
Belgium,BEL,2016,6052.1701635,,1502.1248037,11331422.0,476062757356.927
Belgium,BEL,2017,5677.3791389,,1300.0548747,11375158.0,502764720556.354
Belgium,BEL,2018,5742.2534044,,1364.9266567,11427054.0,543299066998.902
Belgium,BEL,2019,6198.896527,,1185.3763393,11488980.0,535830876745.097
Bulgaria,BGR,1990,268.1829982,,101.7829982,8718289.0,20632090909.0909
Bulgaria,BGR,1991,200.2200014,,16.7610014,8632367.0,10943548387.0968
Bulgaria,BGR,1992,182.2310123,,174.8780121,8540164.0,10350515463.9175
Bulgaria,BGR,1993,397.4430059,,326.9550058,8472313.0,10829710144.9275
Bulgaria,BGR,1994,462.6680067,,352.7640061,8443591.0,9697416974.16974
Bulgaria,BGR,1995,515.418008,,393.4080072,8406067.0,18983288690.4762
Bulgaria,BGR,1996,272.1599948,,246.4749948,8362826.0,12294204609.3311
Bulgaria,BGR,1997,294.1540027,,274.9180026,8312068.0,11315986087.1633
Bulgaria,BGR,1998,342.1220043,,324.1600044,8256786.0,15030696432.6289
Bulgaria,BGR,1999,366.9190043,,363.0424046,8210624.0,13627325461.1743
Bulgaria,BGR,2000,280.7270156,,275.0848163,8170172.0,13245834314.5104
Bulgaria,BGR,2001,354.9049957,,350.399596,8009142.0,14183497963.1071
Bulgaria,BGR,2002,343.4319971,2.15,340.5686971,7837161.0,16402846413.0958
Bulgaria,BGR,2003,400.3609976,2.68,397.3146976,7775327.0,21144982397.4144
Bulgaria,BGR,2004,366.8488919,2.93,364.1907962,7716860.0,26157892832.2011
Bulgaria,BGR,2005,440.5141695,2.92,430.0139857,7658972.0,29869284035.3218
Bulgaria,BGR,2006,434.5516861,2.9,420.3825188,7601022.0,34379808888.6039
Bulgaria,BGR,2007,393.3613084,3.48,364.1899682,7545338.0,44432811756.4731
Bulgaria,BGR,2008,517.2056848,4.05,444.7178889,7492561.0,54481376860.3695
Bulgaria,BGR,2009,522.9957876,3.84,409.2759028,7444443.0,52023505367.1714
Bulgaria,BGR,2010,528.3720815,3.62,395.3579912,7395599.0,50682061053.2016
Bulgaria,BGR,2011,481.5102089,4.16,359.5197507,7348328.0,57678241023.818
Bulgaria,BGR,2012,559.8250658,3.44,375.9412509,7305888.0,54300857424.4415
Bulgaria,BGR,2013,609.4866685,3.59,418.6068473,7265115.0,55810138436.4821
Bulgaria,BGR,2014,620.7089657,3.75,376.236244,7223938.0,57082011260.3446
Bulgaria,BGR,2015,681.7565892,3.45,406.257101,7177991.0,50781996712.7635
Bulgaria,BGR,2016,779.1600127,3.79,452.3459583,7127822.0,53953897624.4344
Bulgaria,BGR,2017,706.8825173,4.64,415.0117807,7075947.0,59199447421.4924
Bulgaria,BGR,2018,737.2439834,4.58,425.7194675,7025037.0,66363537115.2686
Bulgaria,BGR,2019,784.8967153,4.208544,423.0666504,6975761.0,68915875214.6537
Croatia,HRV,1990,,,,4777368.0,
Croatia,HRV,1991,,,,4689022.0,
Croatia,HRV,1992,168.1900054,,134.545004,4575818.0,
Croatia,HRV,1993,162.7740011,,131.8899998,4600463.0,
Croatia,HRV,1994,193.4500023,,163.8620011,4652024.0,
Croatia,HRV,1995,320.1320059,,288.4810046,4620030.0,22643720762.9666
Croatia,HRV,1996,321.8359979,,304.4689979,4557097.0,24004834103.591
Croatia,HRV,1997,385.2970035,,361.3960026,4534920.0,24029651136.9587
Croatia,HRV,1998,339.0510012,,319.7300002,4532135.0,25732125031.9808
Croatia,HRV,1999,352.0830048,,337.1680041,4512597.0,23628947414.5284
Croatia,HRV,2000,344.3819963,,327.1239955,4468302.0,21807856145.1037
Croatia,HRV,2001,352.088997,,336.7679964,4299642.0,23259567777.5327
Croatia,HRV,2002,370.9149955,,354.8629948,4302174.0,27085262278.8634
Croatia,HRV,2003,392.5739971,,375.4279963,4303399.0,35022903386.8064
Croatia,HRV,2004,388.3918396,,370.0095474,4304600.0,42013459301.7962
Croatia,HRV,2005,391.5995398,,373.7530593,4310145.0,45835098187.6637
Croatia,HRV,2006,404.1215639,,386.1328524,4311159.0,50915016294.105
Croatia,HRV,2007,413.7646766,,386.3344636,4310217.0,60641942979.2183
Croatia,HRV,2008,405.3261764,,377.1421853,4309705.0,70943300079.4666
Croatia,HRV,2009,394.0485164,,365.637529,4305181.0,63324394633.9008
Croatia,HRV,2010,393.825469,,369.8385933,4295427.0,60672093864.787
Croatia,HRV,2011,390.8739587,,367.1531434,4280622.0,63408294943.4855
Croatia,HRV,2012,384.4903604,,360.3641197,4267558.0,57369359295.2829
Croatia,HRV,2013,412.8494215,,386.5626254,4255689.0,59032066091.7147
Croatia,HRV,2014,419.6735498,,368.4599917,4238389.0,58423981441.1801
Croatia,HRV,2015,437.201445,,374.6475415,4203604.0,50242783066.1173
Croatia,HRV,2016,478.6666582,,379.5851774,4174349.0,52397494687.4863
Croatia,HRV,2017,439.0744122,,361.1059738,4124531.0,56323836169.7177
Croatia,HRV,2018,445.5136108,,359.9373897,4087843.0,62316840749.9705
Croatia,HRV,2019,466.4175265,,380.505772,4065253.0,62327983579.5899
Cyprus,CYP,1990,49.853999,2.83,30.5709991,788500.0,5591130217.66965
Cyprus,CYP,1991,53.9259999,2.8,44.6969996,799061.0,5770197348.48485
Cyprus,CYP,1992,40.8759994,2.87,39.3039993,810431.0,6912150456.32334
Cyprus,CYP,1993,77.4120001,2.6,77.5160004,825986.0,6590291048.29211
Cyprus,CYP,1994,51.8360006,3.18,45.3690006,844444.0,7425703928.57143
Cyprus,CYP,1995,43.7689997,4.26,42.6779996,862418.0,9933133247.08926
Cyprus,CYP,1996,51.5019993,4.13,51.7409994,880058.0,10011918444.1656
Cyprus,CYP,1997,41.3409992,4.04,46.4959993,897471.0,9547818700.11403
Cyprus,CYP,1998,49.7789994,4.61,46.2059995,914660.0,10248617647.0588
Cyprus,CYP,1999,55.4585999,4.39,53.9413,931600.0,10497908306.3646
Cyprus,CYP,2000,68.5379972,3.58,66.7969972,948237.0,9985844486.33365
Cyprus,CYP,2001,59.0464969,3.58,52.8910969,964830.0,10397897085.6102
Cyprus,CYP,2002,56.6288971,4.05,51.3787973,982194.0,11420227884.6154
Cyprus,CYP,2003,58.7975968,4.92,53.0959969,1000350.0,14547325028.3126
Cyprus,CYP,2004,59.3537956,5.23,59.8123959,1018684.0,17320552500.0
Cyprus,CYP,2005,80.0981044,5.28,69.6475053,1037062.0,18433411267.2553
Cyprus,CYP,2006,73.8042354,5.34,55.4956657,1055438.0,20072786350.5206
Cyprus,CYP,2007,71.4217923,5.76,69.2840491,1073873.0,23968764029.5647
Cyprus,CYP,2008,77.5144181,5.67,77.2930951,1092390.0,27844698989.3072
Cyprus,CYP,2009,71.7398673,5.53,75.4378673,1110974.0,25945391775.4932
Cyprus,CYP,2010,76.7284479,5.21,73.9056481,1129686.0,25800247911.9714
Cyprus,CYP,2011,82.0787537,6.06,80.7935252,1145086.0,27642086581.2918
Cyprus,CYP,2012,83.8774691,6.36,85.3983201,1156556.0,25048659899.7816
Cyprus,CYP,2013,93.7661831,6.47,89.3106288,1166968.0,23961144906.3621
Cyprus,CYP,2014,94.3881005,6.48,80.7359171,1176995.0,23226782250.5646
Cyprus,CYP,2015,89.3048755,5.3,92.7164588,1187280.0,19909190058.804
Cyprus,CYP,2016,93.1533074,5.3,93.0903748,1197881.0,21046951516.4932
Cyprus,CYP,2017,99.9338742,5.5,97.2743616,1208523.0,22946726163.5789
Cyprus,CYP,2018,133.1795419,5.79,129.8045918,1218831.0,25596474964.5725
Cyprus,CYP,2019,133.2248737,5.3939710000000005,115.4245736,1228836.0,25944504645.6957
Czechia,CZE,1990,659.433,,659.433,10333355.0,40728950704.6176
Czechia,CZE,1991,525.274,,525.274,10308578.0,29859921158.8696
Czechia,CZE,1992,474.7310027,,472.1560042,10319123.0,34805013229.572
Czechia,CZE,1993,514.2770051,,448.3950038,10329855.0,40866748705.1075
Czechia,CZE,1994,553.7970031,,508.7240003,10333587.0,47850203856.1751
Czechia,CZE,1995,553.1969994,,511.4539975,10327253.0,60147174076.8651
Czechia,CZE,1996,525.2980024,,474.9920028,10315241.0,67387788632.9812
Czechia,CZE,1997,560.2250029,4.31,484.5799989,10304131.0,62180159376.1239
Czechia,CZE,1998,764.8390017,5.1,523.4079971,10294373.0,66807429711.411
Czechia,CZE,1999,727.6767881,3.91,557.6873572,10283860.0,65173130995.2212
Czechia,CZE,2000,808.9423769,3.36,560.2263965,10255063.0,61828166496.0941
Czechia,CZE,2001,899.2526326,2.91,633.0506651,10216605.0,67808032979.5429
Czechia,CZE,2002,887.8802292,2.99,641.5285778,10196916.0,82196001050.7474
Czechia,CZE,2003,974.0662495,3.1,622.6632594,10193998.0,100090467581.268
Czechia,CZE,2004,928.8746985,3.46,604.6831455,10197101.0,119814434353.575
Czechia,CZE,2005,1063.4138261,3.79,656.4660993,10211216.0,137143471328.274
Czechia,CZE,2006,940.4783432,3.95,631.0135547,10238905.0,156264095664.643
Czechia,CZE,2007,1037.0786611,4.39,678.9607778,10298828.0,190183800884.018
Czechia,CZE,2008,1037.3267569,5.76,621.412751,10384603.0,236816485762.988
Czechia,CZE,2009,930.025889,5.16,525.1680463,10443936.0,207434296805.33
Czechia,CZE,2010,950.7219282,5.01,469.731678,10474410.0,209069940963.177
Czechia,CZE,2011,952.3665949,6.58,572.4584702,10496088.0,229562733398.948
Czechia,CZE,2012,1126.6229015,7.13,685.226286,10510785.0,208857719320.649
Czechia,CZE,2013,1183.8822421,7.0,637.4253164,10514272.0,211685616592.931
Czechia,CZE,2014,1822.6907791,6.61,998.1837939,10525347.0,209358834156.329
Czechia,CZE,2015,2067.8385692,5.75,708.3671582,10546059.0,188033050459.881
Czechia,CZE,2016,1779.3512446,6.14,806.0065798,10566332.0,196272068576.338
Czechia,CZE,2017,1506.9672190000001,6.58,804.1731111,10594438.0,218628940951.675
Czechia,CZE,2018,1903.1589019,7.27,1157.5944677,10629928.0,249000540729.179
Czechia,CZE,2019,1608.9214704,6.697826,842.701369,10671870.0,252548179964.897
Denmark,DNK,1990,959.1050037,3.81,865.1389994,5140939.0,138247285815.855
Denmark,DNK,1991,982.7570044,3.67,908.5420009,5154298.0,139224688814.195
Denmark,DNK,1992,1061.6230043,3.79,958.834999,5171370.0,152915654478.885
Denmark,DNK,1993,993.9470002,3.48,890.5559968,5188628.0,143195627014.605
Denmark,DNK,1994,1033.1840026,4.45,908.4830013,5206180.0,156162386724.523
Denmark,DNK,1995,877.1590019,5.57,757.796998,5233373.0,185006881515.065
Denmark,DNK,1996,1005.9992001,4.81,895.013997,5263074.0,187632346387.984
Denmark,DNK,1997,949.0705001,4.96,808.4571944,5284991.0,173537647058.824
Denmark,DNK,1998,1013.7232012,4.92,853.6600935,5304219.0,176991934992.837
Denmark,DNK,1999,1093.7793024,3.93,868.8648934,5321799.0,177965188354.692
Denmark,DNK,2000,1021.7982959,3.45,790.6439887,5339616.0,164158739097.623
Denmark,DNK,2001,1102.9635947,3.19,868.401388,5358783.0,164791442543.375
Denmark,DNK,2002,1075.8004931,3.09,804.5923848,5375931.0,178635163717.431
Denmark,DNK,2003,1001.5821907,3.57,724.0392818,5390574.0,218096033517.009
Denmark,DNK,2004,1119.4503873,3.96,848.8462806,5404523.0,251373002954.382
Denmark,DNK,2005,993.3597532,4.28,794.5496071,5419432.0,264467336457.17
Denmark,DNK,2006,1004.1628306,4.43,822.4936613,5437272.0,282884947702.966
Denmark,DNK,2007,995.1983116,4.82,794.2843231,5461438.0,319423424509.066
Denmark,DNK,2008,900.3654349,5.4,688.3443275,5493621.0,353361038818.383
Denmark,DNK,2009,859.8465934,5.29,676.2529948,5523095.0,321241303699.006
Denmark,DNK,2010,1014.6408946,5.44,806.4887504,5547683.0,321995279401.502
Denmark,DNK,2011,908.8697406,6.92,762.2586282,5570572.0,344003137611.271
Denmark,DNK,2012,913.0989936,6.72,799.8243258,5591572.0,327148943812.137
Denmark,DNK,2013,921.1789153,6.36,822.179798,5614932.0,343584391647.927
Denmark,DNK,2014,853.4238792,6.43,748.0282954,5643475.0,352993631617.708
Denmark,DNK,2015,840.7776365,5.85,731.400626,5683483.0,302673070846.857
Denmark,DNK,2016,905.7896194,4.94,753.3328152,5728010.0,313115929314.339
Denmark,DNK,2017,852.1933331,5.03,732.5193588,5764980.0,332121063806.391
Denmark,DNK,2018,867.9505231,5.3,739.4943277,5793636.0,356841216410.068
Denmark,DNK,2019,907.935154,4.8534820000000005,778.1426163,5814422.0,346498737961.635
Estonia,EST,1990,,,,1569174.0,
Estonia,EST,1991,,,,1561314.0,
Estonia,EST,1992,16.3780004,,12.9090002,1533091.0,
Estonia,EST,1993,51.1479976,,44.1889984,1494128.0,
Estonia,EST,1994,83.0979984,,63.1639953,1462514.0,
Estonia,EST,1995,107.4780016,,82.8480035,1436634.0,4502970889.06373
Estonia,EST,1996,116.9180065,,84.2140102,1415594.0,4786018988.16491
Estonia,EST,1997,141.1149967,,98.8619984,1399535.0,5154420649.23354
Estonia,EST,1998,134.6589964,,89.5309963,1386156.0,5674080542.88575
Estonia,EST,1999,130.9134032,,95.2534046,1390244.0,5756912265.75809
Estonia,EST,2000,105.3046037,,97.3386033,1396985.0,5686579747.53524
Estonia,EST,2001,160.8885019,,106.9025036,1388115.0,6254649538.98487
Estonia,EST,2002,119.7034255,,110.8098218,1379350.0,7367975887.72723
Estonia,EST,2003,133.8062641,,114.3622634,1370720.0,9874013098.46432
Estonia,EST,2004,175.7325059,,128.524104,1362550.0,12145911801.2422
Estonia,EST,2005,221.1360714,,144.660116,1354775.0,14106790200.2239
Estonia,EST,2006,254.4241989,,166.942772,1346810.0,17022870405.2189
Estonia,EST,2007,277.1065846,,101.1320074,1340680.0,22449129482.617
Estonia,EST,2008,334.3833741,,153.8600031,1337090.0,24341678628.9732
Estonia,EST,2009,357.2725337,,123.4939484,1334515.0,19633031397.6104
Estonia,EST,2010,262.8701871,,104.7827036,1331475.0,19523477325.6235
Estonia,EST,2011,166.8557318,,66.6144089,1327439.0,23213994093.4631
Estonia,EST,2012,157.2347896,,103.9805131,1322696.0,23019150071.1867
Estonia,EST,2013,156.214012,,120.0561107,1317997.0,25115753366.1114
Estonia,EST,2014,130.8537127,,117.3321496,1314545.0,26634083965.0987
Estonia,EST,2015,126.2006378,,119.0560717,1315407.0,22890762090.1508
Estonia,EST,2016,134.8026375,,121.3223703,1315790.0,24072829276.7744
Estonia,EST,2017,133.1481382,,108.6224897,1317384.0,26924385103.0659
Estonia,EST,2018,147.1377814,,126.4427738,1321977.0,30624720196.229
Estonia,EST,2019,147.848908,,122.5098443,1326898.0,31081901909.2156
Finland,FIN,1990,1095.1409982,2.98,1070.434998,4986431.0,141438345513.917
Finland,FIN,1991,1033.0669994,2.72,965.5539994,5013740.0,127773856785.767
Finland,FIN,1992,1055.3610004,2.46,1030.3279992,5041992.0,112532519246.084
Finland,FIN,1993,1301.4559992,1.94,1128.8639924,5066447.0,89214114708.0254
Finland,FIN,1994,1361.0030016,2.73,1049.5079937,5088333.0,103299943084.804
Finland,FIN,1995,769.4989997,3.97,734.6779959,5107790.0,134189814814.815
Finland,FIN,1996,992.2736017,3.22,900.6418949,5124573.0,132129174216.93
Finland,FIN,1997,1185.5213024,3.5,939.4252962,5139835.0,126912152101.707
Finland,FIN,1998,1167.9353022,3.42,1001.3650968,5153498.0,134038718291.055
Finland,FIN,1999,1209.4849999,2.6,979.0139933,5165474.0,135264083658.688
Finland,FIN,2000,1063.1109996,2.29,967.2189943,5176209.0,126019543413.334
Finland,FIN,2001,1084.0628371,1.98,947.4328339,5188008.0,129533107311.811
Finland,FIN,2002,1075.3348981,1.84,969.5858925,5200598.0,140404460203.138
Finland,FIN,2003,1104.7972988,2.13,965.8931931,5213014.0,171652458349.411
Finland,FIN,2004,1151.9831992,2.34,1034.3603933,5228172.0,197479443979.151
Finland,FIN,2005,1156.4411936,2.84,1102.2406119,5246096.0,204885494686.381
Finland,FIN,2006,1167.9794743,2.94,1046.8443604,5266268.0,217089269791.764
Finland,FIN,2007,1207.0293039,3.25,1056.9026471,5288720.0,256378067752.158
Finland,FIN,2008,1284.7945526,3.72,1114.9218201,5313399.0,285716311136.719
Finland,FIN,2009,1243.2638329,3.51,1058.406243,5338871.0,253497520828.515
Finland,FIN,2010,1273.7434428,3.69,1080.4242147,5363352.0,249424310816.667
Finland,FIN,2011,1286.5150648,5.36,1092.9770746,5388272.0,275604356167.316
Finland,FIN,2012,1237.8330405,4.8,1082.0259846,5413971.0,258290060227.734
