country,alpha3,year,import,retail,consumption,population,gdp
Sweden,SWE,1992,1771.7250019,3.11,1634.1349954,8668067.0,284321115594.629
Sweden,SWE,1993,1756.6010072,2.65,1618.3940015,8718561.0,212953336588.123
Sweden,SWE,1994,1893.2920079,3.79,1669.3730005,8780745.0,229033566614.826
Sweden,SWE,1995,1420.4419989,4.85,1203.8419909,8826939.0,267305875261.099
Sweden,SWE,1996,1522.3792987,3.96,1297.7987908,8840998.0,291743811512.079
Sweden,SWE,1997,1472.8415002,4.35,1240.7410891,8846062.0,268146144677.73
Sweden,SWE,1998,1439.636799,4.41,1248.1246908,8850974.0,270809066780.714
Sweden,SWE,1999,1455.6766993,3.51,1279.2211944,8857874.0,274072182416.731
Sweden,SWE,2000,1344.167892,3.03,1173.0894861,8872109.0,262835454366.855
Sweden,SWE,2001,1432.1803929,2.54,1251.4479866,8895960.0,242395852494.409
Sweden,SWE,2002,1463.3086126,2.55,1224.3520036,8924958.0,266849061835.659
Sweden,SWE,2003,1434.9268933,2.94,1178.293186,8958229.0,334337212322.076
Sweden,SWE,2004,1495.2265968,3.08,1233.5061894,8993531.0,385118044877.465
Sweden,SWE,2005,1693.0028646,2.99,1169.8317427,9029572.0,392218088878.779
Sweden,SWE,2006,1820.4821677,3.16,1315.0355558,9080505.0,423093437423.762
Sweden,SWE,2007,1769.6684756,3.53,1244.3056564,9148092.0,491252589217.021
Sweden,SWE,2008,1804.1263654,3.76,1272.45469,9219637.0,517706149201.196
Sweden,SWE,2009,1658.6543175,3.55,1132.8926737,9298515.0,436537014293.554
Sweden,SWE,2010,1726.6798355,3.99,1221.4490829,9378126.0,495812558843.31
Sweden,SWE,2011,1646.7261696,5.58,1125.013125,9449213.0,574094112972.733
Sweden,SWE,2012,1679.734595,5.2,1159.3298765,9519374.0,552483727282.802
Sweden,SWE,2013,1709.3890993,4.34,1175.1496747,9600379.0,586841821796.891
Sweden,SWE,2014,2198.4630628,4.11,1651.5170689,9696110.0,581964017237.095
Sweden,SWE,2015,2120.5513369,3.82,1622.6213387,9799186.0,505103781349.757
Sweden,SWE,2016,2349.8694959,3.48,1798.3088968,9923085.0,515654671469.547
Sweden,SWE,2017,2306.3321627,3.57,1725.7503702,10057698.0,541018749769.097
Sweden,SWE,2018,2262.2141242,3.24,1683.1776944,10175214.0,555455371487.089
Sweden,SWE,2019,2347.7968201,3.052021,1768.8907332,10278887.0,533879529188.454
Japan,JPN,1990,5329.7500039,10.26,5059.8480044,123478000.0,3132817652848.04
Japan,JPN,1991,5510.469001,11.88,5808.9740021,123964000.0,3584420077100.84
Japan,JPN,1992,5325.6159975,12.62,5132.4319982,124425000.0,3908809463463.86
Japan,JPN,1993,5691.1200039,14.57,5739.8360051,124829000.0,4454143876947.21
Japan,JPN,1994,6217.1510051,14.69,5973.0320057,125178000.0,4998797547740.97
Japan,JPN,1995,5489.087004,17.72,6116.0080055,125472000.0,5545563663889.7
Japan,JPN,1996,5994.1130043,15.24,5837.9470044,125757000.0,4923391533851.63
Japan,JPN,1997,5921.4150006,14.22,5968.1690001,126057000.0,4492448605638.94
Japan,JPN,1998,6026.9650023,13.52,6051.9450025,126400000.0,4098362709531.24
Japan,JPN,1999,6547.4849994,15.32,6272.902,126631000.0,4635982224063.88
Japan,JPN,2000,6908.0089057,12.92,6625.6599099,126843000.0,4968359075956.59
Japan,JPN,2001,6996.1979286,8.6,6935.5949381,127149000.0,4374711694090.87
Japan,JPN,2002,7307.4569309,8.13,6874.6949428,127445000.0,4182846045873.61
Japan,JPN,2003,6922.5729317,8.19,6769.7719493,127718000.0,4519561645253.53
Japan,JPN,2004,7253.9149388,8.75,7116.9799495,127761000.0,4893116005656.56
Japan,JPN,2005,7407.8339939,8.22,7127.9509492,127773000.0,4831467035389.8
Japan,JPN,2006,7631.5520665,8.16,7268.1863162,127854000.0,4601663122649.92
Japan,JPN,2007,7086.223924,8.09,7282.0825522,128001000.0,4579750920354.81
Japan,JPN,2008,7060.0324058,8.32,7064.6851125,128063000.0,5106679115127.3
Japan,JPN,2009,7089.7017574,6.07,7130.4034603,128047000.0,5289493117993.89
Japan,JPN,2010,7407.0803259,6.39,7192.3980023,128070000.0,5759071769013.11
Japan,JPN,2011,7543.8558918,7.35,7014.8538097,127833000.0,6233147172341.35
Japan,JPN,2012,7024.8599398,7.57,7130.9466472,127629000.0,6272362996105.03
Japan,JPN,2013,8381.262867,6.05,7435.140353,127445000.0,5212328181166.18
Japan,JPN,2014,7656.9829903,5.68,7493.6654188,127276000.0,4896994405353.29
Japan,JPN,2015,8063.3980222,5.6,7695.1887219,127141000.0,4444930651964.18
Japan,JPN,2016,8026.1544847,6.21,7871.931796,127076000.0,5003677627544.24
Japan,JPN,2017,7646.6367813,5.95,7742.0094078,126972000.0,4930837369151.42
Japan,JPN,2018,7539.9818233,5.8,7833.5956677,126811000.0,5037835383110.97
Japan,JPN,2019,8039.6779934,5.7119979999999995,7550.8218259,126633000.0,5123318151510.62
Norway,NOR,1990,742.0400021,3.31,726.6640023,4241473.0,119791683307.507
Norway,NOR,1991,761.2149993,3.16,757.6529997,4261732.0,121872464483.487
Norway,NOR,1992,739.1450011,3.12,736.464001,4286401.0,130838040067.584
Norway,NOR,1993,692.8290015,2.46,690.2300011,4311991.0,120579072750.596
Norway,NOR,1994,805.6280003,3.29,799.61,4336613.0,127131461119.927
Norway,NOR,1995,662.0980007,4.54,657.1400004,4359184.0,152029612324.788
Norway,NOR,1996,719.8916018,3.9,713.2946015,4381336.0,163520109150.671
Norway,NOR,1997,683.8884018,4.11,675.019402,4405157.0,161356631888.484
Norway,NOR,1998,706.8768005,3.9,702.4738002,4431464.0,154163364302.66
Norway,NOR,1999,789.9776023,3.35,785.173602,4461913.0,162284465073.341
Norway,NOR,2000,662.237694,2.98,657.200694,4490967.0,171247131268.604
Norway,NOR,2001,716.2465941,2.86,709.938594,4513751.0,173972218824.027
Norway,NOR,2002,697.9739946,3.09,692.2479945,4538159.0,195524186477.617
Norway,NOR,2003,690.6792804,3.48,683.0016581,4564855.0,228858506821.841
Norway,NOR,2004,716.106549,3.84,708.9383708,4591910.0,264511630666.983
Norway,NOR,2005,753.0594269,4.11,743.4161967,4623291.0,308884284051.222
Norway,NOR,2006,731.1092265,3.89,721.2665981,4660677.0,345581369965.54
Norway,NOR,2007,779.8934161,4.47,771.4217104,4709153.0,400937100158.657
Norway,NOR,2008,721.8867359,4.69,714.555655,4768212.0,462250000000.0
Norway,NOR,2009,724.4068942,4.02,715.2394977,4828726.0,386190385318.767
Norway,NOR,2010,759.353092,4.48,745.6995295,4889252.0,428757038466.841
Norway,NOR,2011,794.9170203,5.78,785.1266543,4953088.0,498283438454.281
Norway,NOR,2012,735.4431612,5.48,723.3666752,5018573.0,509506317146.541
Norway,NOR,2013,781.4842885,5.05,763.0605046,5079623.0,522761531914.894
Norway,NOR,2014,743.1754294,7.5,728.954922,5137232.0,498410050251.256
Norway,NOR,2015,799.7403054,5.81,787.5430937,5188607.0,385801550067.169
Norway,NOR,2016,799.1477071,5.56,781.5442022,5234519.0,368827142857.143
Norway,NOR,2017,800.8572992,5.63,781.3912477,5276968.0,398393955268.99
Norway,NOR,2018,743.340422,5.75,734.1667392,5311916.0,436999692591.454
Norway,NOR,2019,785.890388,5.281727,770.6323322,5347896.0,404941363636.364
Russian Federation,RUS,1990,0.0,,,147969407.0,516814274021.956
Russian Federation,RUS,1991,0.0,,,148394216.0,517962962962.963
Russian Federation,RUS,1992,1381.858008,,1377.157008,148538197.0,460290556900.726
Russian Federation,RUS,1993,1794.9460127,,1794.7310127,148458777.0,435083713850.837
Russian Federation,RUS,1994,1725.7300188,,1712.2060188,148407912.0,395077301248.464
Russian Federation,RUS,1995,1728.1440144,,1650.2920132,148375787.0,395537185734.854
Russian Federation,RUS,1996,1127.9720065,,1063.1220063,148160129.0,391724890744.498
Russian Federation,RUS,1997,2185.2884509,,1857.4601794,147915361.0,404928954191.876
Russian Federation,RUS,1998,1731.917618,,1647.0716206,147670784.0,270955486862.442
Russian Federation,RUS,1999,1368.0771672,,1351.7104347,147214776.0,195907128350.934
Russian Federation,RUS,2000,1890.4529068,,1863.0968085,146596869.0,259710142196.943
Russian Federation,RUS,2001,3056.870014,,3032.0986122,145976482.0,306602070620.5
Russian Federation,RUS,2002,3504.0152149,,3451.4307902,145306497.0,345470494417.863
Russian Federation,RUS,2003,3772.2875457,,3678.9769849,144648618.0,430347770731.787
Russian Federation,RUS,2004,3205.3914512,,3076.5782372,144067316.0,591016690742.798
Russian Federation,RUS,2005,3335.8034788,,3184.7579585,143518814.0,764017107992.391
Russian Federation,RUS,2006,3465.1402007,,3220.8113718,143049637.0,989930542278.695
Russian Federation,RUS,2007,4317.8989966,,3977.4379322,142805114.0,1299705764823.62
Russian Federation,RUS,2008,4053.18973,,3632.5801136,142742366.0,1660846387624.78
Russian Federation,RUS,2009,3553.1612896,,3112.8719557,142785349.0,1222644282201.86
Russian Federation,RUS,2010,4155.2569235,7.03,3700.2797932,142849468.0,1524917468442.01
Russian Federation,RUS,2011,4217.6827922,7.75,3754.1902538,142960908.0,2045925608274.37
Russian Federation,RUS,2012,4174.7446231,8.62,3696.1643005,143201721.0,2208295773643.15
Russian Federation,RUS,2013,4410.1934609,8.69,3647.7442442,143506995.0,2292473246621.08
Russian Federation,RUS,2014,4746.9496269,7.65,4021.000026,143819667.0,2059241965490.83
Russian Federation,RUS,2015,4710.0381459,6.43,3845.6881637,144096870.0,1363481063446.77
Russian Federation,RUS,2016,5232.8811694,6.65,4438.5259936,144342397.0,1276786979221.81
Russian Federation,RUS,2017,5467.7826822,7.84,4512.2443725,144496739.0,1574199387070.9
Russian Federation,RUS,2018,5287.5415624,7.38,4233.5037735,144477859.0,1657329646183.62
Russian Federation,RUS,2019,5916.632578,7.116236,4820.0909409,144406261.0,1693113904262.89
Switzerland,CHE,1990,1170.5080015,4.83,907.4790035,6715519.0,265763573999.424
Switzerland,CHE,1991,1130.2920016,4.36,948.8900007,6799978.0,268901693863.319
Switzerland,CHE,1992,1101.2510016,4.52,994.8910031,6875364.0,279921425828.474
Switzerland,CHE,1993,1059.8780009,4.27,868.7910049,6938265.0,272237527070.926
Switzerland,CHE,1994,1099.4060017,4.5,944.3770038,6993795.0,301375055202.164
Switzerland,CHE,1995,1016.829001,6.32,935.1260026,7040687.0,352835806342.495
Switzerland,CHE,1996,1111.6270013,5.43,922.0929996,7071850.0,340103959546.926
Switzerland,CHE,1997,970.7720002,4.79,712.4299971,7088906.0,294788198856.198
Switzerland,CHE,1998,1111.8350017,5.04,810.5270007,7110001.0,303459014346.806
Switzerland,CHE,1999,1138.9260014,4.82,862.7050016,7143991.0,297873643323.126
Switzerland,CHE,2000,1171.4829972,4.09,826.9300283,7184250.0,279216033870.204
Switzerland,CHE,2001,1254.5376794,4.09,816.0902158,7229854.0,286582672434.226
Switzerland,CHE,2002,1216.7448369,4.46,821.0258781,7284753.0,309301422430.386
Switzerland,CHE,2003,1321.8698947,5.12,852.4299329,7339001.0,362075086507.76
Switzerland,CHE,2004,1236.2954943,5.69,722.0164368,7389625.0,403912891033.374
Switzerland,CHE,2005,1641.0493279,5.86,1099.3324491,7437115.0,418284865884.998
Switzerland,CHE,2006,1502.6202816,,931.8893723,7483934.0,441634672196.523
Switzerland,CHE,2007,1823.1084053,,988.9741938,7551117.0,490740715594.802
Switzerland,CHE,2008,1977.6881329,,1149.3016902,7647675.0,567267767519.158
Switzerland,CHE,2009,2101.0004279,5.3,965.5446285,7743831.0,554212916092.271
Switzerland,CHE,2010,2317.6060297,6.59,1011.808333,7824909.0,598851028906.58
Switzerland,CHE,2011,2497.9141443,,1034.4684731,7912398.0,715888126682.396
Switzerland,CHE,2012,2477.957193,,1046.9383274,7996861.0,686420221557.99
Switzerland,CHE,2013,2666.7506995,,1122.7568203,8089346.0,706234937370.968
Switzerland,CHE,2014,2643.1063138,,1027.57822,8188649.0,726537808338.0
Switzerland,CHE,2015,2747.8585079,,1095.7289468,8282396.0,694118186379.628
Switzerland,CHE,2016,2816.0260863,,1066.2376233,8373338.0,687895460902.713
Switzerland,CHE,2017,2903.6180834,,894.1302148,8451840.0,695200833086.499
Switzerland,CHE,2018,3086.0189131,,1170.2869721,8514329.0,725568717468.001
Switzerland,CHE,2019,3228.3829791,,1072.8944201,8575280.0,721369112726.724
Tunisia,TUN,1990,100.999998,,100.999998,8440023.0,12290568181.8182
Tunisia,TUN,1991,90.2010012,,90.2010012,8622853.0,13074782608.6957
Tunisia,TUN,1992,110.5830012,,110.5830012,8802540.0,15497286295.7938
Tunisia,TUN,1993,100.6240008,,100.6240008,8977173.0,14608946896.483
Tunisia,TUN,1994,137.2670004,,137.2670004,9143141.0,15632463424.2784
Tunisia,TUN,1995,136.7830008,,136.7830008,9294102.0,18030876599.3444
Tunisia,TUN,1996,143.6500008,,143.6500008,9430550.0,19587322786.1105
Tunisia,TUN,1997,164.6170008,,164.6170008,9557948.0,20746360430.4187
Tunisia,TUN,1998,147.417,,147.417,9677148.0,21803372266.6198
Tunisia,TUN,1999,185.7474234,,185.4045404,9788067.0,22943685719.103
Tunisia,TUN,2000,192.4495529,,191.7425547,9893316.0,21473261837.0176
Tunisia,TUN,2001,232.9997304,,231.7800844,9995123.0,22066031834.2948
Tunisia,TUN,2002,235.5659343,,234.173039,10094561.0,23142153759.5836
Tunisia,TUN,2003,123.1478844,,119.6613939,10193798.0,27453007372.9142
Tunisia,TUN,2004,263.9106944,,262.9766299,10292225.0,31183059012.4448
Tunisia,TUN,2005,189.9735264,,189.7958557,10388344.0,32273007553.5687
Tunisia,TUN,2006,209.4635923,,200.4041458,10483558.0,34377310293.0128
Tunisia,TUN,2007,253.4181323,,253.3957801,10580395.0,38914078351.8027
Tunisia,TUN,2008,317.612091,,317.4853005,10680380.0,44860969077.1853
Tunisia,TUN,2009,288.7988684,,288.7271606,10784504.0,43454935940.1614
Tunisia,TUN,2010,304.0903304,,301.4742487,10895063.0,46206091937.9628
Tunisia,TUN,2011,428.7820528,,415.3742658,11032528.0,48122744708.0551
Tunisia,TUN,2012,438.9237008,,421.1362765,11174383.0,47311159485.2423
Tunisia,TUN,2013,438.9672683,,429.398177,11300284.0,48684187850.0646
Tunisia,TUN,2014,460.0278903,,459.8521431,11428948.0,50271072627.6727
Tunisia,TUN,2015,458.7069518,,457.8898297,11557779.0,45780077487.7651
Tunisia,TUN,2016,465.5530213,,465.443596,11685667.0,44360754189.9441
Tunisia,TUN,2017,546.1558124,,545.9171145,11811443.0,42163966272.6296
Tunisia,TUN,2018,532.966563,,532.8003905,11933041.0,42685972269.4473
Tunisia,TUN,2019,508.332,,508.1832505,12049314.0,41906113685.9324
United Kingdom,GBR,1990,2898.2980084,10.55,2348.0870104,57247586.0,1093169389204.55
United Kingdom,GBR,1991,2805.9140049,10.41,2341.7400035,57424897.0,1142797178130.51
United Kingdom,GBR,1992,3088.172009,10.09,2516.0080077,57580402.0,1179659529659.53
United Kingdom,GBR,1993,3196.9810113,8.44,2533.6880114,57718614.0,1061388722255.55
United Kingdom,GBR,1994,3465.8600125,11.36,2639.7380123,57865745.0,1140489745944.29
United Kingdom,GBR,1995,2806.7230152,13.79,2199.8060182,58019030.0,1346184314344.33
United Kingdom,GBR,1996,2903.4531141,13.35,2406.0605155,58166950.0,1421619344773.79
United Kingdom,GBR,1997,2929.3380148,14.9,2440.7665182,58316954.0,1561807465618.86
United Kingdom,GBR,1998,3142.4080165,15.42,2587.8203149,58487141.0,1655061278569.06
United Kingdom,GBR,1999,2907.2550112,14.33,2275.7643115,58682466.0,1689289758938.68
United Kingdom,GBR,2000,3012.4008235,12.91,2342.2825933,58892514.0,1666126494174.61
United Kingdom,GBR,2001,3061.8273836,11.85,2214.8251521,59119673.0,1648658413703.76
United Kingdom,GBR,2002,2971.3182038,12.11,2260.7400997,59370479.0,1785843824940.05
United Kingdom,GBR,2003,3002.0182301,13.34,2235.795821,59647577.0,2056612244897.96
United Kingdom,GBR,2004,3328.6803854,14.56,2458.4958999,59987905.0,2422958623214.94
United Kingdom,GBR,2005,3433.3041887,14.74,2680.2344747,60401206.0,2544805454545.45
United Kingdom,GBR,2006,4045.7886348,15.82,3058.7887185,60846820.0,2709911683532.66
United Kingdom,GBR,2007,3780.5481201,17.92,2823.698258,61322463.0,3092821128451.38
United Kingdom,GBR,2008,3967.4576895,16.83,3067.4315451,61806995.0,2931501838235.29
United Kingdom,GBR,2009,4130.9076273,15.99,3220.1118656,62276270.0,2417638261411.43
United Kingdom,GBR,2010,4301.908141,15.7,3134.1443042,62766365.0,2491397494467.95
United Kingdom,GBR,2011,4183.2298796,19.02,2925.4494609,63258810.0,2666403005061.42
United Kingdom,GBR,2012,4126.0536807,19.2,2925.8733238,63700215.0,2706340967030.68
United Kingdom,GBR,2013,4206.0909254,18.92,2827.882509,64128273.0,2786315215249.95
United Kingdom,GBR,2014,4318.695591,20.56,2927.6093072,64602298.0,3065223279583.79
United Kingdom,GBR,2015,4895.4072875,18.91,3591.1325165,65116219.0,2934857946213.47
United Kingdom,GBR,2016,5052.2934594,16.29,3500.5579084,65611593.0,2699659680997.2
United Kingdom,GBR,2017,4989.0378993,17.01,3333.1123413,66058859.0,2683399006715.79
United Kingdom,GBR,2018,5687.8597414,18.4,3787.7004042,66460344.0,2878152147315.82
United Kingdom,GBR,2019,5554.3638794,17.553314,3769.8388862,66836327.0,2857057847953.02
United States of America,USA,1990,21006.7860098,2.97,18297.6180013,249623000.0,5963144000000.0
United States of America,USA,1991,19839.6300126,2.81,18661.1800011,252981000.0,6158129000000.0
United States of America,USA,1992,22939.0330116,2.58,18290.4529958,256514000.0,6520327000000.0
United States of America,USA,1993,19328.7210125,2.47,19217.136997,259919000.0,6858559000000.0
United States of America,USA,1994,16171.2450161,3.4,17326.1039936,263126000.0,7287236000000.0
United States of America,USA,1995,17106.8570142,4.04,17362.8709859,266278000.0,7639749000000.0
United States of America,USA,1996,19444.5331182,3.43,18059.0007895,269394000.0,8073122000000.0
United States of America,USA,1997,20342.7458248,4.11,17795.4481947,272657000.0,8577554457000.0
United States of America,USA,1998,21030.4011333,3.77,18603.7986929,275854000.0,9062818202000.0
United States of America,USA,1999,22746.4323379,3.43,19359.4276931,279040000.0,9631174489000.0
United States of America,USA,2000,23766.839355,3.45,18745.5637179,282162411.0,10250947997000.0
United States of America,USA,2001,21415.1411506,3.09,19553.6538074,284968955.0,10581929774000.0
United States of America,USA,2002,21638.914035,2.92,19124.5109135,287625193.0,10929112955000.0
United States of America,USA,2003,22760.1962049,2.92,20192.6776434,290107933.0,11456442041000.0
United States of America,USA,2004,23183.9535285,2.85,20972.7629194,292805298.0,12217193198000.0
United States of America,USA,2005,23041.5158603,3.26,20997.5440389,295516599.0,13039199193000.0
United States of America,USA,2006,23708.762276,3.2,20667.3795803,298379912.0,13815586948000.0
United States of America,USA,2007,24219.2816408,3.47,21033.2731039,301231207.0,14474226905000.0
United States of America,USA,2008,24277.0043402,,21652.4270057,304093966.0,14769857911000.0
United States of America,USA,2009,23578.0649485,3.67,21435.9671121,306771529.0,14478064934000.0
United States of America,USA,2010,24378.013044,3.91,21783.457919,309327143.0,15048964444000.0
United States of America,USA,2011,26093.3947573,5.19,22043.8913838,311583481.0,15599728123000.0
United States of America,USA,2012,26056.1625744,5.68,22231.6637149,313877662.0,16253972230000.0
United States of America,USA,2013,27015.5401601,5.45,23416.7421984,316059947.0,16843190993000.0
United States of America,USA,2014,27565.4976238,4.99,23766.5105268,318386329.0,17550680174000.0
United States of America,USA,2015,27707.6637017,4.72,24438.2353189,320738994.0,18206020741000.0
United States of America,USA,2016,28837.8378373,4.39,25242.9471207,323071755.0,18695110842000.0
United States of America,USA,2017,29487.886464,4.45,26182.8532456,325122128.0,19477336549000.0
United States of America,USA,2018,28918.207055,4.3,26514.3274041,326838199.0,20533057312000.0
United States of America,USA,2019,30854.0726487,4.141333,27309.9508872,328329953.0,21380976119000.0
